owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2019Q4,080-8980,"Gifts and Donations, National Aeronautics and Space Administration",National Aeronautics and Space Administration,"Education, Training, Employment, and Social Services",Research and general education aids,527226.92,0.00,25193.00,0.00,0.00,0.00,0.00,552419.92,0.00,0.00,552419.92,100000.00,552419.92,2019-11-14
Export-Import Bank of the United States,Export-Import Bank of the United States,FY2019Q4,083-0100,"Administration Expenses, Export-Import Bank of the United States",Export-Import Bank of the United States,International Affairs,International financial programs,491196844.78,-669498.31,615516666.34,0.00,0.00,21369792.13,21369792.13,1127413804.94,644234736.96,13049024.96,483179067.98,629909724.09,1127413804.94,2019-11-21
Export-Import Bank of the United States,Export-Import Bank of the United States,FY2019Q4,083-0105,"Inspector General, Export-Import Bank of the United States",Export-Import Bank of the United States,International Affairs,International financial programs,3903222.04,-19564.75,5700000.00,0.00,0.00,0.00,0.00,9583657.29,4987984.66,178223.59,4595672.63,4664572.23,9583657.29,2019-11-21
Export-Import Bank of the United States,Export-Import Bank of the United States,FY2019Q4,083-4027,"Liquidating Account, Export-Import Bank of the United States",Export-Import Bank of the United States,International Affairs,International financial programs,0.00,0.00,0.00,0.00,0.00,378906.16,378906.16,378906.16,0.00,0.00,378906.16,0.00,378906.16,2019-11-21
Armed Forces Retirement Home,Armed Forces Retirement Home,FY2019Q4,084-0100,"General Fund Payment, Armed Forces Retirement Home Trust Fund, Armed Forces Retirement Home",Armed Forces Retirement Home,Veterans Benefits and Services,Income security for veterans,0.00,0.00,22000000.00,0.00,0.00,0.00,0.00,22000000.00,22000000.00,0.00,0.00,22000000.00,22000000.00,2019-11-13
Armed Forces Retirement Home,Armed Forces Retirement Home,FY2019Q4,084-8522,"Armed Forces Retirement Home Trust Fund, Armed Forces Retirement Home",Armed Forces Retirement Home,Veterans Benefits and Services,Income security for veterans,35855086.21,-9200239.23,64300000.00,0.00,0.00,0.00,0.00,90954846.98,61794996.70,561445.58,29159850.28,58379410.72,90954846.98,2019-11-13
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0108,"Research and Technology, Policy Development and Research, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,41655993.74,1758787.69,96000000.00,0.00,0.00,0.00,0.00,139414781.43,115695262.83,2235512.54,23719518.60,75251897.42,139414781.43,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0129,"Rent Supplement, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,5136183.50,-2480509.08,0.00,0.00,0.00,0.00,0.00,2655674.42,0.00,535164.90,2655674.42,170015.00,2655674.42,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0143,"Salaries and Expenses, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,4150140.52,21870.30,0.00,0.00,0.00,3343826.30,3343826.30,7515837.12,2711871.26,21870.30,4803965.86,2733692.29,7515837.12,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0144,"Fair Housing Activities, Fair Housing and Equal Opportunity, Housing and Urban Development",Department of Housing and Urban Development,Administration of Justice,Federal law enforcement activities,52415643.65,437694.98,65300000.00,0.00,0.00,0.00,0.00,118153338.63,67311633.55,1216338.61,50841705.08,59535394.22,118153338.63,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0148,"Rental Housing Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,55271749.20,16259986.95,750000.00,0.00,0.00,0.00,0.00,72281736.15,1451828.00,18329465.90,70829908.15,87736701.08,72281736.15,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0156,"Housing Counseling Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,42765075.09,-839662.50,50000000.00,0.00,0.00,0.00,0.00,91925412.59,82010532.59,423684.05,9914880.00,42996573.02,91925412.59,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0162,"Community Development Fund, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,29244283779.77,2294071.73,7473500000.00,0.00,0.00,0.00,0.00,36720077851.50,5022870045.33,23135951.01,31697207806.17,5197029614.50,36720077851.50,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0163,"Public Housing Operating Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,415117338.69,19180059.48,4547587642.00,0.00,0.00,0.00,0.00,4981885040.17,4874160302.68,43079062.79,107724737.49,4475058435.30,4981885040.17,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0174,"Lead Hazard Reduction, Office of Lead Hazard Control and Healthy Homes, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,227813280.63,5133442.97,279000000.00,0.00,0.00,0.00,0.00,511946723.60,468784857.38,18360984.54,43161866.22,95657118.11,511946723.60,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0176,"Self-Help and Assisted Homeownership Opportunity Program, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,73744810.34,-3121.85,54000000.00,0.00,0.00,0.00,0.00,127741688.49,62430000.00,20226.36,65311688.49,41259810.79,127741688.49,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0183,"Mutual Mortgage Insurance Program Account, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,78901087.29,1291028434.75,130000000.00,0.00,0.00,0.00,0.00,1499929522.04,1380785749.34,38032539.71,119143772.70,1378566690.73,1499929522.04,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0186,"Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,348226064.83,3598436044.11,0.00,0.00,0.00,31110158.96,31110158.96,3977772267.90,3423532327.43,84912275.15,554239940.47,3297472305.69,3977772267.90,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0189,"Office of Inspector General, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,13848685.75,2724737.86,128082000.00,0.00,0.00,251501.49,251501.49,144906925.10,132831509.88,4466325.80,12075415.22,126522936.29,144906925.10,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0192,"Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,3041173852.12,161117542.02,2636000000.00,0.00,0.00,0.00,0.00,5838291394.14,2597013389.95,262297837.05,3241278004.19,2173967369.76,5838291394.14,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0196,"Homeownership and Opportunity for People Everywhere Grants (HOPE Grants), Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,120821.91,11290.82,0.00,0.00,0.00,0.00,0.00,132112.73,0.00,11290.82,132112.73,0.00,132112.73,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0197,"Drug Elimination Grants for Low-Income Housing, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,0.00,153145.27,0.00,0.00,0.00,0.00,0.00,153145.27,0.00,153145.27,153145.27,0.00,153145.27,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0198,"Community Development Loan Guarantees Program Account, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,946019.60,-929177.80,1821.21,0.00,0.00,0.00,0.00,18663.01,1821.21,3440963.20,16841.80,518310.81,18663.01,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0200,"General and Special Risk Program Account, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,1573566.71,294.52,1284003519.00,0.00,0.00,0.00,0.00,1285577380.23,1284003519.00,294.52,1573861.23,1284003519.00,1285577380.23,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0205,"Home Investment Partnerships Program, Community and Planning Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,521990397.05,11368797.28,1250000000.00,0.00,0.00,0.00,0.00,1783359194.33,1516689294.02,23200650.19,266669900.31,938921333.94,1783359194.33,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0218,"Revitalization of Severely Distressed Public Housing (HOPE VI), Public and Indian Housing, Department of Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,4.40,456221.00,0.00,0.00,0.00,0.00,0.00,456225.40,0.00,456221.00,456225.40,13006245.24,456225.40,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0223,"Indian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,7750815.45,264924.04,23220746.36,0.00,0.00,0.00,0.00,31236485.85,23317646.15,264924.04,7918839.70,23237094.94,31236485.85,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0233,"Native Hawaiian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,5925554.02,0.00,4615530.05,0.00,0.00,0.00,0.00,10541084.07,4615530.05,0.00,5925554.02,4615530.05,10541084.07,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0235,"Native Hawaiian Housing Block Grant, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,187844.46,0.00,2000000.00,0.00,0.00,0.00,0.00,2187844.46,2035919.23,0.00,151925.23,1012711.24,2187844.46,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0236,"FHA, Mutual Mortgage Insurance Capital Reserve Account, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,26981742787.68,-1277608324.00,0.00,0.00,0.00,25109551919.96,25109551919.96,50813686383.64,0.00,0.00,50813686383.64,0.00,50813686383.64,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0237,"Housing for Persons with Disabilities, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,164943908.21,1784982.18,184155000.00,0.00,0.00,4176812.03,4176812.03,355060702.42,162727113.89,3900055.07,192333588.53,191033973.06,355060702.42,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0238,"Guarantees of Mortgage-Backed Securities Capital Reserve Account, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,16168970570.68,-3017684364.42,0.00,0.00,0.00,2507238426.49,2507238426.49,15658524632.75,0.00,0.00,15658524632.75,0.00,15658524632.75,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0302,"Tenant-Based Rental Assistance, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,807472286.00,9503669.00,22687276051.00,0.00,0.00,0.00,0.00,23504252006.00,22640105955.00,19667272.00,864146051.00,22220049210.39,23504252006.00,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0303,"Project-Based Rental Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,296717584.16,68571123.33,11801827514.00,0.00,0.00,0.00,0.00,12167116221.49,11961761167.84,65157901.85,205355053.65,12208283296.58,12167116221.49,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0304,"Public Housing Capital Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,98317370.46,6386797.22,2740674793.00,0.00,0.00,0.00,0.00,2845378960.68,2725704664.73,16655650.68,119674295.95,2152224871.78,2845378960.68,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0308,"Housing Opportunities for Persons with AIDS, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,173328854.03,36869.98,393000000.00,0.00,0.00,0.00,0.00,566365724.01,437635289.00,1695365.57,128730435.01,358127104.49,566365724.01,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0313,"Native American Programs, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,124351202.12,417795.48,754021467.12,0.00,0.00,0.00,0.00,878790464.72,663268392.66,10289248.61,215522072.06,665888155.65,878790464.72,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0314,"Brownfields Redevelopment, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,114717.50,0.00,0.00,0.00,0.00,0.00,0.00,114717.50,0.00,0.00,114717.50,0.00,114717.50,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0315,"Empowerment Zones/Enterprise Communities, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,154173.49,0.00,0.00,0.00,0.00,0.00,0.00,154173.49,0.00,0.00,154173.49,0.00,154173.49,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0319,"Housing Certificate Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,142438308.95,16134074.35,0.00,0.00,0.00,0.00,0.00,158572383.30,118187936.00,49302305.18,40384447.30,142633554.14,158572383.30,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0320,"Housing for the Elderly, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,213658780.10,3035108.64,678000000.00,0.00,0.00,6400514.65,6400514.65,901094403.39,639450129.18,8316885.81,261644274.21,740923928.90,901094403.39,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0324,"Rural Housing and Economic Development, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,1489185.80,756.74,0.00,0.00,0.00,0.00,0.00,1489942.54,0.00,756.74,1489942.54,356716.40,1489942.54,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0332,"Executive Offices, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,4069123.50,-777850.97,14900000.00,0.00,0.00,21886.39,21886.39,18213158.92,12372090.96,157207.42,5841067.96,12444893.18,18213158.92,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0334,"Housing, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,21862847.61,-6121897.87,382500000.00,0.00,0.00,0.00,0.00,398240949.74,369543277.98,1050879.16,28697671.76,366454312.43,398240949.74,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0335,"Administrative Support Offices, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,30711822.90,201162.96,541500000.00,0.00,0.00,1389.79,1389.79,572414375.65,515866213.08,7902440.75,56548162.57,513120819.70,572414375.65,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0337,"Public and Indian Housing, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,11966681.86,-2243271.72,220800000.00,0.00,0.00,0.00,0.00,230523410.14,212685796.17,693381.68,17837613.97,210184426.56,230523410.14,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0338,"Community Planning and Development, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,33647654.51,-679284.27,114844000.00,0.00,0.00,26800.00,26800.00,147839170.24,109581209.18,661944.02,38257961.06,108435141.55,147839170.24,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0339,"Policy Development and Research, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,2138052.84,353555.25,26000000.00,0.00,0.00,0.00,0.00,28491608.09,24154230.40,136347.03,4337377.69,24011747.26,28491608.09,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0340,"Fair Housing and Equal Opportunity, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Administration of Justice,Federal law enforcement activities,3588484.67,-619247.80,72900000.00,0.00,0.00,70244.90,70244.90,75939481.77,65839331.62,223204.23,10100150.15,65696763.20,75939481.77,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0341,"Office of Healthy Homes and Lead Hazard Control, Program Office Salaries and Expenses, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,807569.08,-138202.11,8600000.00,0.00,0.00,0.00,0.00,9269366.97,7951058.19,11442.43,1318308.78,7923261.99,9269366.97,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0342,"Permanent Supportive Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0343,"Home Ownership Preservation Entity Fund Program Account, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,7319666.33,0.00,0.00,0.00,0.00,0.00,0.00,7319666.33,0.00,0.00,7319666.33,0.00,7319666.33,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0344,"Neighborhood Stabilization Program, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,485134.41,0.00,0.00,0.00,0.00,0.00,0.00,485134.41,0.00,127558.23,485134.41,20051107.27,485134.41,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0349,"Choice Neighborhoods Initiative, Public and Indian Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,134521785.63,66158.85,150000000.00,0.00,0.00,0.00,0.00,284587944.48,120662500.00,1272710.43,163925444.48,109225403.79,284587944.48,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0350,"Self-Sufficiency Programs, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,79907674.10,-1280163.01,80000000.00,0.00,0.00,0.00,0.00,158627511.09,75538893.00,827278.14,83088618.09,70654490.08,158627511.09,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0402,"Transformation Initiative, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,1908250.05,177614.61,0.00,0.00,0.00,0.00,0.00,2085864.66,5529.97,1661876.07,2080334.69,7172502.67,2085864.66,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-0407,"Emergency Homeowner's Relief Fund, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,330152253.16,-330152253.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25109.00,0.00,0.00,0.00,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4015,"Revolving Fund, Liquidating Programs, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,9696611.47,-9696611.47,3383.77,0.00,0.00,18040.00,18040.00,21423.77,3383.77,0.00,18040.00,12097.77,21423.77,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4041,"Rental Housing Assistance Fund, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,11542891.26,0.00,0.00,0.00,0.00,2821490.86,2821490.86,14364382.12,20400.00,0.00,14343982.12,20400.00,14364382.12,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4044,"Flexible Subsidy Fund, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,520234190.26,0.00,0.00,0.00,0.00,38528620.55,38528620.55,558762810.81,0.00,0.00,558762810.81,0.00,558762810.81,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4058,"College Housing Loans, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,12964570.08,0.00,0.00,0.00,0.00,0.00,0.00,12964570.08,0.00,0.00,12964570.08,0.00,12964570.08,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4070,"Federal Housing Administration Fund, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,1003084.05,13762730.98,0.00,0.00,0.00,4401438.76,4401438.76,19167253.79,11424965.49,2854730.98,7742288.30,10691596.38,19167253.79,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4071,"Nehemiah Housing Opportunity Fund, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160500.00,0.00,0.00,0.00,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4072,"FHA-General and Special Risk Insurance Fund Liquidating Account, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,161160321.56,-156208085.51,25000000.00,0.00,0.00,117913451.00,117913451.00,147865687.05,21611781.65,4952236.05,126253905.40,24600748.23,147865687.05,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4097,"Section 8-Community Development Guaranteed Loans, Liquidating Account, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.50,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4115,"Housing for the Elderly or Handicapped Fund, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,238277251.94,-233656586.89,0.00,0.00,0.00,177770665.45,177770665.45,182391330.50,2706029.71,4620665.05,179685300.79,2056813.41,182391330.50,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4238,"Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,101055597.83,-1992102.87,0.00,0.00,0.00,3123968.20,3123968.20,102187463.16,204918.45,0.00,101982544.71,122474.05,102187463.16,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4586,"Information Technology Fund, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,154782732.99,784878.62,285000000.00,0.00,0.00,0.00,0.00,440567611.61,345054407.18,7560743.41,95513204.43,239706492.06,440567611.61,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-4598,"Working Capital Fund, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,2683500.88,548930.00,0.00,0.00,0.00,38539880.00,38539880.00,41772310.88,39616049.75,548930.00,2156261.13,37677468.00,41772310.88,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-8093,"Gifts and Bequests, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.00,0.14,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-8119,"Manufactured Housing Fees Trust Fund, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Other advancement of commerce,6321083.80,17006.60,12000000.00,0.00,0.00,0.00,0.00,18338090.40,13039701.22,17006.60,5298389.18,11816800.55,18338090.40,2019-11-14
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2019Q4,086-8560,"Housing Trust Fund, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,113922799.45,0.00,247504340.80,0.00,0.00,0.00,0.00,361427140.25,293936672.45,137730.57,67490467.80,80758665.74,361427140.25,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-0300,"Operating Expenses, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,26231951.40,-1995932.91,373000000.00,0.00,0.00,2766507.08,2766507.08,400002525.57,375484323.59,4082194.73,24518201.98,373740890.76,400002525.57,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-0301,"National Historical Publications and Records Commission, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,1542927.50,242023.32,6000000.00,0.00,0.00,0.00,0.00,7784950.82,7364320.70,242023.32,420630.12,5016853.27,7784950.82,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-0302,"Repairs and Restoration, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,104968.74,217038.69,7500000.00,0.00,0.00,0.00,0.00,7822007.43,6604633.24,217038.69,1217374.19,8499517.34,7822007.43,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-0305,"Office of Inspector General, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,2609960.41,-378357.70,4823000.00,0.00,0.00,0.00,0.00,7054602.71,4332326.84,24965.77,2722275.87,4008645.22,7054602.71,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-4578,"Records Center Revolving Fund, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,72677904.17,6211854.11,0.00,0.00,0.00,175740353.67,175740353.67,254630111.95,192365904.69,6211854.11,62264207.26,189018815.14,254630111.95,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-8127,"National Archives Gift Fund, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,3525165.41,15032.98,5112322.48,0.00,0.00,0.00,0.00,8652520.87,3883009.27,15032.98,4769511.60,3385800.02,8652520.87,2019-11-14
National Archives and Records Administration,National Archives and Records Administration,FY2019Q4,088-8436,"National Archives Trust Fund, National Archives and Records Administration",National Archives and Records Administration,General Government,General property and records management,5720927.69,443697.57,0.00,0.00,0.00,14614520.65,14614520.65,20779145.91,16709501.51,443697.57,4069644.40,16111725.59,20779145.91,2019-11-14
