owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Education,Department of Education,FY2022P12,091-0301,"Rehabilitation Services, Education",Department of Education,"Education, Training, Employment, and Social Services",Social services,373456307.14,-31198703.94,3650655103.00,0.00,0.00,0.00,0.00,3992912706.20,3573749633.65,71738881.35,419163072.55,3127106457.42,3992912706.20,2022-11-07
Department of Education,Department of Education;Department of the Interior,FY2022P12,091-0400,"Career, Technical, and Adult Education, Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",31935944.73,-3978105.68,2091436000.00,0.00,0.00,1000000.00,1000000.00,2120393839.05,2095691174.89,4480739.16,24702664.16,1886663364.40,2120393839.05,2022-11-15
Department of Education,Department of Education,FY2022P12,091-0600,"American Printing House for the Blind, Special Institutions for Persons with Disabilities, Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",0.00,0.00,40431000.00,0.00,0.00,0.00,0.00,40431000.00,40431000.00,0.00,0.00,37945814.25,40431000.00,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0601,"National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,230.00,-230.00,88500000.00,0.00,0.00,0.00,0.00,88500000.00,87854669.00,0.00,645331.00,94774558.45,88500000.00,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0602,"Gallaudet University, Special Institutions for Persons with Disabilities, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,0.00,0.00,146361000.00,0.00,0.00,0.00,0.00,146361000.00,146361000.00,0.00,0.00,170475772.23,146361000.00,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0603,"Howard University,  Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,0.00,0.00,344018000.00,0.00,0.00,0.00,0.00,344018000.00,344018000.00,0.00,0.00,244018000.00,344018000.00,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0700,"Office for Civil Rights, Departmental Management, Education",Department of Education,Administration of Justice,Federal law enforcement activities,2422127.40,798832.18,135500000.00,0.00,0.00,7555.04,7555.04,138728514.62,136354555.15,1562807.43,2373959.47,128125289.87,138728514.62,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0800,"Program Administration, Departmental Management,  Education",Department of Education,"Education, Training, Employment, and Social Services",Research and general education aids,26943916.56,19823528.18,401907000.00,0.00,0.00,4186698.10,4186698.10,452861142.84,432644645.11,8834101.49,20216497.73,415865669.86,452861142.84,2022-11-07
Department of Education,Department of Education,FY2022P12,091-0900,"Education for the Disadvantaged, Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",231037187.80,12751624.12,18229549385.00,0.00,0.00,0.00,0.00,18473338196.92,18233071119.85,51842979.41,240267077.07,16671383205.93,18473338196.92,2022-11-07
Department of Education,Department of Education,FY2022P12,091-1000,"School Improvement Programs,  Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",146128810.03,-15154055.13,6645835000.00,0.00,0.00,0.00,0.00,6776809754.90,6618943970.34,10142664.19,157865784.56,5178279273.27,6776809754.90,2022-11-07
Department of Education,Department of Education,FY2022P12,091-1100,"Institute of Education Sciences, Department of Education",Department of Education,"Education, Training, Employment, and Social Services",Research and general education aids,269294003.68,5117920.23,737021000.00,0.00,0.00,-387766.00,-387766.00,1011045157.91,761748369.40,8447396.48,249296788.51,659528546.67,1011045157.91,2022-11-07
Department of Education,Department of Education,FY2022P12,091-1300,"English Language Acquisition, Education",Department of Education,"Education, Training, Employment, and Social Services","Elementary, secondary, and vocational education",16349063.48,-1947629.80,831400000.00,0.00,0.00,0.00,0.00,845801433.68,830486346.08,138191.84,15315087.60,753477855.72,845801433.68,2022-11-07
Department of Education,Department of Education,FY2022P12,091-1400,"Office of the Inspector General, Departmental Management,  Education",Department of Education,Administration of Justice,Federal law enforcement activities,21825995.16,408209.34,64000000.00,0.00,0.00,9795.04,9795.04,86243999.54,71250796.81,1520731.70,14993202.73,66802009.37,86243999.54,2022-11-07
Department of Education,Department of Education,FY2022P12,091-1901,"Historically Black College and University Capital Financing Program Account, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,437496335.74,-7755900.23,283299928.00,0.00,0.00,0.00,0.00,713040363.51,294947566.79,4535575.64,418092796.72,293673332.33,713040363.51,2022-11-07
Department of Education,Department of Education,FY2022P12,091-4250,"College Housing Loans, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,1703199.48,-1703199.48,0.00,0.00,0.00,1831509.88,1831509.88,1831509.88,237582.49,0.00,1593927.39,237582.49,1831509.88,2022-11-07
Department of Education,Department of Education,FY2022P12,091-4257,"Federal Student Loan Reserve Fund, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,1913148697.37,0.00,0.00,0.00,0.00,4789501.00,4789501.00,1917938198.37,1193122435.06,0.00,724815763.31,1193122435.06,1917938198.37,2022-11-07
Department of Education,Department of Education,FY2022P12,091-4299,"Health Education Assistance Loans Liquidating Account, Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,1601287.59,-1601287.59,0.00,0.00,0.00,1666170.37,1666170.37,1666170.37,303367.34,0.00,1362803.03,303367.34,1666170.37,2022-11-07
Department of Education,Department of Education,FY2022P12,091-8258,"Contributions,  Education",Department of Education,"Education, Training, Employment, and Social Services",Research and general education aids,991422.49,0.00,973000.00,0.00,0.00,0.00,0.00,1964422.49,397289.44,0.00,1567133.05,186029.57,1964422.49,2022-11-07
Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,FY2022P12,093-0100,"Salaries and Expenses, Federal Mediation and Conciliation Service",Federal Mediation and Conciliation Service,"Education, Training, Employment, and Social Services",Other labor services,10068772.89,-1302459.18,50058000.00,0.00,0.00,4517160.42,4517160.42,63341474.13,49457817.44,101715.04,13883656.69,47821583.14,63341474.13,2022-11-10
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3112,"Mississippi River and Tributaries, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,711023287.62,11853245.37,2035688000.00,0.00,0.00,14017066.32,14017066.32,2772581599.31,710897703.92,11853245.37,2061683895.39,688761094.97,2772581599.31,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3121,"Investigations, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,265993168.31,2380447.49,363000000.00,0.00,0.00,43422323.68,43422323.68,674795939.48,196532017.44,2380447.49,478263922.04,216120251.14,674795939.48,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3122,"Construction, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,22175783000.21,877858109.59,16858111000.00,0.00,0.00,1567813472.17,1567813472.17,41479565581.97,5690620897.31,877858109.59,35788944684.66,4139690795.45,41479565581.97,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3123,"Operation and Maintenance, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,1324587199.25,126127736.92,5515558000.00,0.00,0.00,2292120413.90,2292120413.90,9258393350.07,5367190268.61,126127736.92,3891203081.46,4306802895.84,9258393350.07,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3124,"Expenses, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,22828026.11,3511573.27,278000000.00,0.00,0.00,-625252.50,-625252.50,303714346.88,224073540.51,4222243.53,79640806.37,222862627.41,303714346.88,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3125,"Flood Control and Coastal Emergencies, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,1125922190.29,38012998.19,1112000000.00,0.00,0.00,232790396.98,232790396.98,2508725585.46,765325443.05,38012998.19,1743400142.41,697059589.61,2508725585.46,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3126,"Regulatory Program, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,24596481.19,56579.83,372000000.00,0.00,0.00,17472085.49,17472085.49,414125146.51,225283499.04,171442.37,188841647.47,225885137.01,414125146.51,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3128,"Washington Aqueduct Capital Improvements, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,3995.06,0.00,0.00,0.00,0.00,0.00,0.00,3995.06,0.00,0.00,3995.06,0.00,3995.06,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3130,"Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil",Corps of Engineers - Civil Works,National Defense,Atomic energy defense activities,60476433.52,5805177.91,300000000.00,0.00,0.00,-1286042.57,-1286042.57,364995568.86,182907984.42,5805177.91,182087584.44,174792818.42,364995568.86,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3132,"Office of Assistant Secretary of the Army for Civil Works, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,630375.46,-63734.87,5000000.00,0.00,0.00,0.00,0.00,5566640.59,5000159.99,45322.39,566480.60,5489536.59,5566640.59,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3139,"Water Infrastructure Finance and Innovation Program Account, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,13176623.06,0.00,82200000.00,0.00,0.00,0.00,0.00,95376623.06,3872942.54,0.00,91503680.52,2488798.57,95376623.06,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-4902,"Revolving Fund, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,986294932.06,92819715.74,0.00,0.00,0.00,10292088787.02,10292088787.02,11371203434.82,10429857318.61,92819715.74,941346116.21,10371302678.99,11371203434.82,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5007,"Special Recreation Use Fees, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5066,"Hydraulic Mining in California, Debris Fund, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,189934.69,0.00,105771.37,0.00,0.00,0.00,0.00,295706.06,0.00,0.00,295706.06,0.00,295706.06,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5090,"Payments to States, Flood Control Act of 1954, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,2232.99,0.00,14585537.59,0.00,0.00,0.00,0.00,14587770.58,14585537.59,0.00,2232.99,14585537.59,14587770.58,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5125,"Maintenance and Operation of Dams and Other Improvements of Navigable Waters, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,31925199.14,35301.10,10551849.35,0.00,0.00,0.00,0.00,42512349.59,3742734.54,35301.10,38769615.05,5481745.96,42512349.59,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5493,"Fund for Non-Federal Use of Disposal Facilities, Corps of Engineers",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5570,"Interagency America the Beautiful Pass Revenues, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Recreational resources,3575878.76,29686.22,2826784.68,0.00,0.00,0.00,0.00,6432349.66,3111336.10,29686.22,3321013.56,1827527.74,6432349.66,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-5607,"Special Use Permit Fees, Corps of Engineers-Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Recreational resources,1308748.08,70317.80,2235137.74,0.00,0.00,0.00,0.00,3614203.62,1129550.35,70317.80,2484653.27,615581.57,3614203.62,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-8217,"South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Other natural resources,6384576.25,0.00,2025073.89,0.00,0.00,0.00,0.00,8409650.14,0.00,0.00,8409650.14,0.00,8409650.14,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-8333,"Coastal Wetlands Restoration Trust Fund, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,375024124.38,1505124.00,90263706.00,0.00,0.00,0.00,0.00,466792954.38,83148519.38,1505124.00,383644435.00,59836643.32,466792954.38,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-8861,"Inland Waterways Trust Fund - Treasury Managed, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,0.00,94399811.56,52150000.00,0.00,0.00,0.00,0.00,146549811.56,146549811.56,0.00,0.00,146549811.56,146549811.56,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-8862,"Rivers and Harbors Contributed and Advance Funds, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,1411554136.93,9769571.92,736985506.60,0.00,0.00,97755.03,97755.03,2158406970.48,531976313.10,9769571.92,1626430657.38,473894835.84,2158406970.48,2023-02-01
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-8863,"Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,0.00,757906124.80,2049293000.00,0.00,0.00,0.00,0.00,2807199124.80,2807199124.80,0.00,0.00,1746114702.94,2807199124.80,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0040,"Payments to Military Retirement Fund, Defense",Department of Defense,National Defense,Defense-related activities,0.00,0.00,114463000000.00,0.00,0.00,0.00,0.00,114463000000.00,114463000000.00,0.00,0.00,114463000000.00,114463000000.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0041,"Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,0.00,0.00,10569342000.00,0.00,0.00,0.00,0.00,10569342000.00,10569342000.00,0.00,0.00,10569342000.00,10569342000.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0100,"Operation and Maintenance, Defense-Wide, Defense",Department of Defense,National Defense,Department of Defense-Military,4299278762.82,1297242549.19,58913807163.00,0.00,0.00,2135666512.36,2135666512.36,66645994987.37,51023661808.29,2790433439.94,15622333179.08,48396209905.19,66645994987.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0104,"United States Court of Appeals for the Armed Forces, Defense",Department of Defense,National Defense,Department of Defense-Military,384420.54,967870.21,15589000.00,0.00,0.00,0.00,0.00,16941290.75,16493329.24,988743.55,447961.51,15649539.00,16941290.75,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0105,"Drug Interdiction and Counter-Drug Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,116441000.00,0.00,0.00,0.00,0.00,0.00,0.00,116441000.00,0.00,0.00,116441000.00,0.00,116441000.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0107,"Office of the Inspector General, Defense",Department of Defense,National Defense,Department of Defense-Military,30210939.90,19393429.69,438460000.00,0.00,0.00,1103342.53,1103342.53,489167712.12,459269975.69,23743437.33,29897736.43,437590519.61,489167712.12,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0111,"Department of Defense Acquisition Workforce Development Account, Defense",Department of Defense,National Defense,Department of Defense-Military,58273898.80,16166798.24,85590000.00,0.00,0.00,0.00,0.00,160030697.04,102514109.01,29270836.78,57516588.03,120170326.56,160030697.04,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0118,"Overseas Contingency Operations Transfer Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9972184.00,0.00,0.00,0.00,0.00,0.00,0.00,9972184.00,0.00,0.00,9972184.00,0.00,9972184.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0130,"Defense Health Program, Defense",Department of Defense,National Defense,Department of Defense-Military,3534388781.42,892420472.53,37220670000.00,0.00,0.00,3901315293.91,3901315293.91,45548794547.86,41785378842.92,2068229463.98,3763415704.94,40048364650.69,45548794547.86,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0134,"Cooperative Threat Reduction Account, Defense",Department of Defense,National Defense,Department of Defense-Military,212610282.29,100965852.65,344849000.00,0.00,0.00,5.43,5.43,658425140.37,378406620.20,107945943.32,280018520.17,307695182.78,658425140.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0145,"Counterterrorism Partnerships Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9300451.00,-9300451.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0300,"Procurement, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,2847718758.32,267808424.72,7225714000.00,0.00,0.00,289265735.54,289265735.54,10630506918.58,8472821173.14,378588584.94,2157685745.44,6616593304.98,10630506918.58,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0350,"National Guard and Reserve Equipment Account, Defense",Department of Defense,National Defense,Department of Defense-Military,790597669.88,45475480.19,950000000.00,0.00,0.00,-12066.99,-12066.99,1786061083.08,743186903.32,79192423.34,1042874179.76,622336053.51,1786061083.08,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0360,"Defense Production Act Purchases, Defense",Department of Defense,National Defense,Department of Defense-Military,151606085.96,6711089.78,1238327000.00,0.00,0.00,0.00,0.00,1396644175.74,252913847.97,6711089.78,1143730327.77,322670823.26,1396644175.74,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0361,Defense Production Act Program Account. Defense,Department of Defense,National Defense,Department of Defense-Military,86729159.89,0.00,0.00,0.00,0.00,0.00,0.00,86729159.89,2309860.76,0.00,84419299.13,3810761.65,86729159.89,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0390,"Chemical Agents and Munitions Destruction, Defense",Department of Defense,National Defense,Department of Defense-Military,26868170.12,24787938.22,1093252000.00,0.00,0.00,0.00,0.00,1144908108.34,1107112627.48,38271514.32,37795480.86,1102280342.74,1144908108.34,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0391,"Chemical Demilitarization Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,8947120.59,-8349945.35,0.00,0.00,0.00,0.00,0.00,597175.24,597105.23,1779.62,70.01,1753038.08,597175.24,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0400,"Research, Development, Test, and Evaluation, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,4678223464.10,528398219.90,29439529023.00,0.00,0.00,830223455.81,830223455.81,35476374162.81,29433017942.13,703536046.72,6043356220.68,27850069808.16,35476374162.81,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0402,"Department of Defense Rapid Prototyping Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,38209.73,1425.97,0.00,0.00,0.00,0.00,0.00,39635.70,1369.22,1425.97,38266.48,59378187.47,39635.70,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0460,"Operational Test and Evaluation, Defense",Department of Defense,National Defense,Department of Defense-Military,53037407.37,-1113694.30,276591000.00,0.00,0.00,0.00,0.00,328514713.07,281181386.75,2754480.84,47333326.32,264091846.86,328514713.07,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0500,"Military Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,3467387157.53,99930868.30,2377461000.00,0.00,0.00,0.00,0.00,5944779025.83,1827105499.86,138124903.41,4117673525.97,2239255296.31,5944779025.83,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0510,"Department of Defense Base Closure Account 1990, Defense",Department of Defense,National Defense,Department of Defense-Military,81270038.65,8030271.33,0.00,0.00,0.00,0.00,0.00,89300309.98,8403856.34,8030271.33,80896453.64,2528354.63,89300309.98,2023-02-01
Department of Defense,Department of Defense;Department of Transportation,FY2022P12,097-0512,"Department of Defense Base Closure Account 2005, Defense",Department of Defense,National Defense,Department of Defense-Military,449394803.89,10807697.75,0.00,0.00,0.00,0.00,0.00,460202501.64,3493451.92,10807697.75,456709049.72,910061.44,460202501.64,2023-02-01
Department of Defense,Department of Defense;Department of Transportation,FY2022P12,097-0516,"Department of Defense Base Closure Account, Defense",Department of Defense,National Defense,Department of Defense-Military,406667122.77,19011559.18,529639000.00,0.00,0.00,7552947.03,7552947.03,962870628.98,443328673.63,19011559.18,519541955.35,410303116.10,962870628.98,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0765,"Family Housing Operation and Maintenance, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,12800129.69,-414651.66,49785000.00,0.00,0.00,0.00,0.00,62170478.03,50318238.23,2725677.21,11852239.80,50850586.47,62170478.03,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0801,"Foreign Currency Fluctuations, Defense",Department of Defense,National Defense,Department of Defense-Military,970000000.00,-1316000.00,0.00,0.00,0.00,0.00,0.00,968684000.00,0.00,0.00,968684000.00,0.00,968684000.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0803,"Foreign Currency Fluctuations, Construction, Defense",Department of Defense,National Defense,Department of Defense-Military,127272018.00,5376000.00,186000.00,0.00,0.00,0.00,0.00,132834018.00,0.00,0.00,132834018.00,0.00,132834018.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0804,"North Atlantic Treaty Organization, Security Investment Program, Defense",Department of Defense,National Defense,Department of Defense-Military,107819828.06,97265781.72,215853000.00,0.00,0.00,0.00,0.00,420938609.78,357931087.49,97265781.72,63007522.29,171173036.25,420938609.78,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0810,"Environmental Restoration, Defense",Department of Defense,National Defense,Department of Defense-Military,46820420.00,0.00,2370000.00,0.00,0.00,0.00,0.00,49190420.00,0.00,0.00,49190420.00,0.00,49190420.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0811,"Environmental Restoration, Formerly Used Defense Sites, Defense",Department of Defense,National Defense,Department of Defense-Military,5000000.62,-5000000.00,25000000.00,0.00,0.00,0.00,0.00,25000000.62,0.00,0.00,25000000.62,0.00,25000000.62,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0819,"Overseas Humanitarian, Disaster, and Civic AID, Defense",Department of Defense,National Defense,Department of Defense-Military,552430877.49,184419880.61,6360051000.00,0.00,0.00,0.00,0.00,7096901758.10,3187079075.32,195001185.12,3909822682.78,3759655152.17,7096901758.10,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0833,"Defense Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,227764743.06,892034.93,0.00,0.00,0.00,0.00,0.00,228656777.99,56433.06,892034.93,228600344.93,14664.81,228656777.99,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0834,"Department of Defense Family Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,19600474.49,0.00,30068520.50,0.00,0.00,0.00,0.00,49668994.99,32180923.12,0.00,17488071.87,42129987.87,49668994.99,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0836,"Department of Defense Military Unaccompanied Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,407756.32,0.00,494000.00,0.00,0.00,0.00,0.00,901756.32,398536.21,0.00,503220.11,147016.69,901756.32,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0838,"Support for International Sporting Competitions, Defense",Department of Defense,National Defense,Department of Defense-Military,4113939.50,548843.44,0.00,0.00,0.00,0.00,0.00,4662782.94,943832.40,548843.44,3718950.54,1057146.51,4662782.94,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0850,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,Department of Defense,National Defense,Defense-related activities,0.00,0.00,7503000000.00,0.00,0.00,0.00,0.00,7503000000.00,7503000000.00,0.00,0.00,7503000000.00,7503000000.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-2093,"Joint Improvised-Threat Defeat Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,5565560.73,9256896.64,0.00,0.00,0.00,0.00,0.00,14822457.37,479240.08,9256896.64,14343217.29,1368258.46,14822457.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4090,"Homeowners Assistance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,48888575.95,0.00,0.00,0.00,0.00,0.00,0.00,48888575.95,546057.97,0.00,48342517.98,557356.21,48888575.95,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4091,"Homeowners Assistance Fund - Recovery Act, Defense",Department of Defense,National Defense,Department of Defense-Military,807070.77,2185.40,0.00,0.00,0.00,0.00,0.00,809256.17,1092.70,2185.40,808163.47,0.00,809256.17,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4555,"National Defense Stockpile Transaction Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,261719167.24,1688439.34,125000000.00,0.00,0.00,94581889.63,94581889.63,482989496.21,54648038.15,1688439.34,428341458.06,40268016.24,482989496.21,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4930,"Department of Defense Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,13073009509.79,6828854333.35,2426965000.00,0.00,81232100918.27,52971501989.09,134203602907.36,156532431750.50,145264972262.68,12550823035.09,11267459487.82,126450775896.06,156532431750.50,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4931,"Building Maintenance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,39700610.49,4398898.58,0.00,0.00,0.00,280701517.20,280701517.20,324801026.27,298160804.71,4398898.58,26640221.56,313871802.85,324801026.27,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4932,"Defense Counterintelligence and Security Agency Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,917640703.11,1001671.00,-30000000.00,0.00,0.00,1188138306.70,1188138306.70,2076780680.81,1361490272.33,0.00,715290408.48,1186987331.31,2076780680.81,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4950,Pentagon Reservation Maintenance Revolving Fund,Department of Defense,National Defense,Department of Defense-Military,61600137.44,18404270.47,0.00,0.00,0.00,661203020.00,661203020.00,741207427.91,688341117.23,18404270.47,52866310.68,651156297.74,741207427.91,2023-02-01
