owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0365,"Health Centers Malpractice Claims, Health Resources and Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,19942127.41,368110.07,120000000.00,0.00,0.00,0.00,0.00,140310237.48,106022145.47,368110.07,34288092.01,103997314.16,140310237.48,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0379,"Retirement Pay and Medical Benefits for Commissioned Officers, Office of the Assistant Secretary for Health, Health and Human Services",Department of Health and Human Services,Health,Health care services,55961811.75,10694836.49,642583058.59,0.00,0.00,0.00,0.00,709239706.83,657140891.55,19722501.36,52098815.28,642333301.24,709239706.83,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0390,"Indian Health Services, Indian Health Service, Health and Human Services",Department of Health and Human Services,Health,Health care services,1566421618.32,244632342.08,5436205000.00,0.00,0.00,1950793467.22,1950793467.22,9198052427.62,7043112952.17,261050818.01,2154939475.45,6596404093.68,9198052427.62,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",Department of Health and Human Services,Health,Health care services,617068827.27,13111358.61,1036889000.00,0.00,0.00,46529857.59,46529857.59,1713599043.47,782741267.21,13111358.61,930857776.26,740594558.95,1713599043.47,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0508,"Medicare Health Information Technology Incentive Payments - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,0.00,3872115.97,0.00,0.00,0.00,75348949.38,75348949.38,79221065.35,20414036.90,3872115.97,58807028.45,18433746.01,79221065.35,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0509,"Patient Protection and Affordable Care - Program Management, Centers for Medicare and Medicaid, Health and Human Services",Department of Health and Human Services,Health,Health care services,114368467.59,8087763.53,0.00,0.00,0.00,20549921.40,20549921.40,143006152.52,37117435.60,8087763.53,105888716.92,36265286.21,143006152.52,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0510,"Program Management - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,85982359.13,5916896.32,0.00,0.00,0.00,0.00,0.00,91899255.45,22880956.13,5916896.32,69018299.32,23667976.91,91899255.45,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0511,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,4706377059.62,-1210042378.88,202896992.00,0.00,0.00,5813919351.27,5813919351.27,9513151024.01,5965194258.02,345369680.82,3547956765.99,5580030702.30,9513151024.01,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0512,"Grants to States for Medicaid, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,14367681555.06,35777937816.87,467569094091.34,0.00,0.00,1292101775.00,1292101775.00,519006815238.27,519006811011.27,35777937816.87,4227.00,473683954165.27,519006815238.27,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0513,"Payments for Credits Against Health Care Contributions, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,0.00,0.00,2449.54,0.00,0.00,0.00,0.00,2449.54,2449.54,0.00,0.00,2449.54,2449.54,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0515,"State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,17336781393.98,4437754399.49,20514576436.00,0.00,0.00,0.00,0.00,42289112229.47,18558877699.00,400527258.49,23730234530.47,16879464984.61,42289112229.47,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0516,"State Grants and Demonstration, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,674310493.82,225002880.40,421508189.00,0.00,0.00,0.00,0.00,1320821563.22,290620616.43,235618798.85,1030200946.79,332766313.91,1320821563.22,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0518,"Grants to States for Medicaid - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,311282638.49,0.00,0.00,0.00,0.00,0.00,0.00,311282638.49,0.00,0.00,311282638.49,1500240.62,311282638.49,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0519,"Quality Improvements Organizations, Centers for Medicare and Medicaid, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,969513585.03,167674321.99,0.00,0.00,0.00,859734642.76,859734642.76,1996922549.78,1027970203.13,167674321.99,968952346.65,641857628.44,1996922549.78,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0522,"Centers for Medicare and Medicaid Innovation, Centers for Medicare and Medicaid, Health and Human Services",Department of Health and Human Services,Health,Health care services,1855018788.48,79366931.48,9410000000.00,0.00,0.00,0.00,0.00,11344385719.96,884484688.57,79366931.48,10459901031.39,791875414.53,11344385719.96,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0524,"Consumer Operated Oriented Plan Program Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,1294387.61,238866.09,19497.00,0.00,0.00,0.00,0.00,1552750.70,1552728.58,238867.09,22.12,851512.31,1552750.70,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0580,"Payments to Health Care Trust Funds, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,48016802621.89,8200612571.54,410937523022.00,0.00,0.00,0.00,0.00,467154938215.43,379715155309.31,15337010906.14,87439782906.12,367083591218.99,467154938215.43,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0585,"Taxation on OASDI Benefits, HI, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,0.00,0.00,26941000000.00,0.00,0.00,0.00,0.00,26941000000.00,26941000000.00,0.00,0.00,26941000000.00,26941000000.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0600,"Salaries and Expenses, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,1071910448.70,267416440.12,3321178000.00,0.00,0.00,2696818406.13,2696818406.13,7357323294.95,6166345806.71,323064435.87,1190977488.24,5702327065.89,7357323294.95,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0603,"Buildings and Facilities, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,10964157.86,9765976.95,31788000.00,0.00,0.00,0.00,0.00,52518134.81,43288511.81,9765976.95,9229623.00,6458423.57,52518134.81,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0807,"National Library of Medicine, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,7249081.04,10850548.21,466911000.00,0.00,0.00,7535349.60,7535349.60,492545978.85,478210263.21,14858651.34,14335715.64,443625694.29,492545978.85,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0819,"John E. Fogarty International Center, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,3870195.02,99279.69,80827000.00,0.00,0.00,10787754.16,10787754.16,95584228.87,92122557.96,1039186.44,3461670.91,94676726.08,95584228.87,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0838,"Buildings and Facilities, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,18492895.42,1313507.44,200000000.00,0.00,0.00,0.00,0.00,219806402.86,108709006.32,1313507.44,111097396.54,146991097.05,219806402.86,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0843,"National Institute on Aging, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,15542182.97,46495648.78,3545869000.00,0.00,0.00,8602291.54,8602291.54,3616509123.29,3598243633.35,56175648.78,18265489.94,2651901034.12,3616509123.29,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0844,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,29785944.24,15718992.60,1556909000.00,0.00,0.00,30544422.94,30544422.94,1632958359.78,1599617944.82,26875992.60,33340414.96,1454900825.14,1632958359.78,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0846,"Office of the Director, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,95276977.24,7471848.70,3277387000.00,0.00,0.00,105853609.26,105853609.26,3485989435.20,2701357273.21,67907360.38,784632161.99,1948893606.39,3485989435.20,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0848,"National Center for Research Resources, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0849,"National Cancer Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,256860898.06,31163859.59,6746438000.00,0.00,0.00,23214859.05,23214859.05,7057677616.70,6539531605.42,61758240.32,518146011.28,6068801398.72,7057677616.70,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0851,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,33559998.30,21291969.89,1706397000.00,0.00,0.00,1237134888.57,1237134888.57,2998383856.76,2948679716.34,34980969.89,49704140.42,2682106500.11,2998383856.76,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0862,"National Institute of Environmental Health Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,10766165.13,10646355.95,893598000.00,0.00,0.00,17898073.98,17898073.98,932908595.06,916469757.89,22385919.07,16438837.17,829380247.66,932908595.06,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0872,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,91228379.18,19609400.81,3728658000.00,0.00,0.00,19340043.54,19340043.54,3858835823.53,3708518920.93,48707400.81,150316902.60,3262083620.67,3858835823.53,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0873,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,9081605.64,9494807.35,477679000.00,0.00,0.00,3127514.81,3127514.81,499382927.80,490279397.85,12582837.42,9103529.95,443572928.24,499382927.80,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0875,"National Center for Advancing Translational Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,53456399.24,-5444849.84,868888000.00,0.00,0.00,36355503.05,36355503.05,953255052.45,901591484.39,13646460.46,51663568.06,805034576.27,953255052.45,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0884,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,235116673.71,16994023.68,2265146000.00,0.00,0.00,4179361.83,4179361.83,2521436059.22,2238904820.77,26866023.68,282531238.45,2065912439.94,2521436059.22,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0885,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,84950124.61,42140759.29,7408195000.00,0.00,0.00,42472139.03,42472139.03,7577758022.93,6672810087.53,100295759.29,904947935.40,5547911302.97,7577758022.93,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0886,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,30916291.13,12682682.14,2446577000.00,0.00,0.00,21171333.76,21171333.76,2511347307.03,2473916089.19,24158682.14,37431217.84,2078898178.84,2511347307.03,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0887,"National Eye Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,9654772.60,2367751.44,823325000.00,0.00,0.00,18676282.83,18676282.83,854023806.87,843582494.61,7549958.07,10441312.26,772996084.50,854023806.87,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0888,"National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,7746365.74,2021406.13,624889000.00,0.00,0.00,8395912.05,8395912.05,643052683.92,634616252.31,3609406.13,8436431.61,594247870.63,643052683.92,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0889,"National Institute of Nursing Research, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,3649873.82,42613.55,172363000.00,0.00,0.00,1539682.00,1539682.00,177595169.37,174375351.17,1291322.49,3219818.20,158280795.66,177595169.37,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0890,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,8169522.55,3096263.98,490692000.00,0.00,0.00,358411.12,358411.12,502316197.65,492062844.86,5315263.98,10253352.79,439772091.47,502316197.65,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0891,"National Human Genome Research Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,7853074.10,2719553.43,604118000.00,0.00,0.00,26018291.67,26018291.67,640708919.20,632957864.34,5090572.88,7751054.86,574443639.63,640708919.20,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0892,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,32588495.76,21338535.48,2042966000.00,0.00,0.00,8823953.50,8823953.50,2105716984.74,2068976271.40,32202535.48,36740713.34,1750724558.00,2105716984.74,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0893,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,24238426.26,16105565.89,1457724000.00,0.00,0.00,75329351.97,75329351.97,1573397344.12,1543038099.73,22094565.89,30359244.39,1318925366.57,1573397344.12,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0894,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,9641068.89,4290143.46,546696000.00,0.00,0.00,5074394.08,5074394.08,565701606.43,555105436.64,6862900.98,10596169.79,501834059.28,565701606.43,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0896,"National Center for Complementary and Integrative Health, National Institute of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,3282254.73,1442776.07,151877000.00,0.00,0.00,1319809.00,1319809.00,157921839.80,153852865.46,2499563.07,4068974.34,140300001.73,157921839.80,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0897,"National Institute on Minority Health and Health Disparities, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,7991327.32,5375634.51,335812000.00,0.00,0.00,2391781.26,2391781.26,351570743.09,346221125.76,8958132.35,5349617.33,307462029.83,351570743.09,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0898,"National Institute of Biomedical Imaging and Bioengineering, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,4088366.73,3594661.10,964638000.00,0.00,0.00,2545249.04,2545249.04,974866276.87,770465082.48,4697332.41,204401194.39,462075820.54,974866276.87,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0943,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,152504560.27,73285653.94,7168570000.00,0.00,0.00,270688650.90,270688650.90,7665048865.11,4585241220.71,51975524.89,3079807644.40,1638495777.80,7665048865.11,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0944,"Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry, Health and Human Services",Department of Health and Human Services,Health,Health care services,21771527.82,313872.30,118011000.00,0.00,0.00,3634938.63,3634938.63,143731338.75,106394492.48,2041044.34,37336846.27,96448803.37,143731338.75,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0945,"Infectious Diseases Rapid Response Reserve Fund, Centers for Disease Control, Health and Human Services",Department of Health and Human Services,Health,Health care services,50000000.00,-30000000.00,685000000.00,0.00,0.00,0.00,0.00,705000000.00,104412664.87,0.00,600587335.13,67321245.57,705000000.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0946,"World Trade Center Health Program Fund, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,797920143.63,117181803.14,488521334.05,0.00,0.00,50383061.14,50383061.14,1454006341.96,525750644.06,117257374.48,928255697.90,505158454.47,1454006341.96,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0947,"Environmental Health, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,16388517.69,3226572.68,213850000.00,0.00,0.00,0.00,0.00,233465090.37,224437928.66,5051112.46,9027161.71,211988787.76,233465090.37,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0948,"Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,122594305.32,17584986.70,1239914000.00,0.00,0.00,0.00,0.00,1380093292.02,1289051259.00,27779076.22,91042033.02,1104338832.62,1380093292.02,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0949,"Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,13632998.06,14611624.29,622372000.00,0.00,0.00,0.00,0.00,650616622.35,627812086.72,19951131.77,22804535.63,613305232.85,650616622.35,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0950,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,44300723.96,7568080.01,1273556000.00,0.00,0.00,0.00,0.00,1325424803.97,1275471032.33,19357236.50,49953771.64,1106108410.12,1325424803.97,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0951,"Immunization and Respiratory Diseases, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,30692658.99,9093459.21,803405000.00,0.00,0.00,0.00,0.00,843191118.20,814444540.12,22590703.05,28746578.08,760040859.88,843191118.20,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0952,"Injury Prevention and Control, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,4084685.39,2395076.21,677379000.00,0.00,0.00,0.00,0.00,683858761.60,679657870.40,5469389.70,4200891.20,568135577.54,683858761.60,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0953,"National Institute For Occupational Safety and Health, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health research and training,8038554.72,2581838.12,342800000.00,0.00,0.00,0.00,0.00,353420392.84,345458839.68,7128471.83,7961553.16,329679483.21,353420392.84,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0954,"Energy Employees Occupational Illness Compensation Program, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,1013854.81,2280681.86,50503168.00,0.00,0.00,0.00,0.00,53797704.67,51256809.19,2200997.92,2540895.48,48650279.60,53797704.67,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0955,"Global Health, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,77998993.89,2769529.81,570843000.00,0.00,0.00,0.00,0.00,651611523.70,586073664.13,10389255.89,65537859.57,514800982.54,651611523.70,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0956,"Public Health Preparedness and Response, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,12267282.50,8124189.32,850200000.00,0.00,0.00,0.00,0.00,870591471.82,852226735.54,22146752.39,18364736.28,816348282.49,870591471.82,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0958,"Birth Defects, Developmental Disabilities, Disabilities and Health, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,4253766.24,502546.54,160810000.00,0.00,0.00,0.00,0.00,165566312.78,161182918.22,2849366.18,4383394.56,148802614.24,165566312.78,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0959,"Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,7689919.48,6185275.28,555497000.00,0.00,0.00,0.00,0.00,569372194.76,560790723.43,10707866.16,8581471.33,508280111.04,569372194.76,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-0960,"Buildings and Facilities, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,383685633.72,1184244.80,25000000.00,0.00,0.00,0.00,0.00,409869878.52,33464650.68,684244.80,376405227.84,118822883.27,409869878.52,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1102,"Scientific Activities Overseas, Special Foreign Currency Program, Assistant Secretary for Health, Health and Human Services",Department of Health and Human Services,Health,Health care services,968170.18,0.00,0.00,0.00,0.00,0.00,0.00,968170.18,0.00,0.00,968170.18,0.00,968170.18,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1104,"Public Health Emergency Fund, Public Health Services, Office of Assistant Secretary for Health, Health and Human Services",Department of Health and Human Services,Health,Health care services,56507.52,0.00,0.00,0.00,0.00,0.00,0.00,56507.52,0.00,0.00,56507.52,0.00,56507.52,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1362,"Health Surveillance and Program Support, Substance Abuse and Mental Health Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,113621292.94,17482270.96,553830000.00,0.00,0.00,30758321.54,30758321.54,715691885.44,700031597.20,21679014.89,15660288.24,163217834.68,715691885.44,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1363,"Mental Health, Substance Abuse and Mental Health Services Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,33498079.62,13553762.03,1656974000.00,0.00,0.00,301046859.66,301046859.66,2005072701.31,1995644654.01,57724165.57,9428047.30,1531703925.99,2005072701.31,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1364,"Substance Abuse Treatment, Substance Abuse and Mental Health Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,8450372.36,13406968.99,3756556000.00,0.00,0.00,81731207.90,81731207.90,3860144549.25,3852457067.71,53448607.20,7687481.54,3345145380.76,3860144549.25,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1365,"Substance Abuse Prevention, Substance Abuse and Mental Health Administration, Health and Human Services",Department of Health and Human Services,Health,Health care services,3337555.07,27250589.45,206469000.00,0.00,0.00,17938217.74,17938217.74,254995362.26,253780773.92,32134725.03,1214588.34,336761832.90,254995362.26,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1501,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,55383602.60,372313437.53,4566189231.82,0.00,0.00,0.00,0.00,4993886271.95,4993232339.20,387669716.77,653932.75,4423412642.93,4993886271.95,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1502,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,583430.33,1420711.60,4640304000.00,0.00,0.00,0.00,0.00,4642308141.93,4641730659.71,19125486.98,577482.22,3811563759.01,4642308141.93,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1503,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,2124332708.27,117520390.45,1908201000.00,0.00,0.00,0.00,0.00,4150054098.72,2695124050.88,135229165.99,1454930047.84,2148218531.15,4150054098.72,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1512,"Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,"Education, Training, Employment, and Social Services",Social services,88834262.56,1439776.21,1067160000.00,0.00,0.00,0.00,0.00,1157434038.77,1061106075.86,17508279.42,96327962.91,548004930.56,1157434038.77,2020-11-11
Department of Health and Human Services,Department of Health and Human Services;Department of the Interior,FY2020P12,075-1515,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,33740070.34,7269.43,9326000000.00,0.00,0.00,0.00,0.00,9359747339.77,9347123398.26,22338277.83,12623941.51,7032435604.61,9359747339.77,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1522,"Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,17654171.01,16496455.99,608000000.00,0.00,0.00,0.00,0.00,642150627.00,608000000.00,16496456.00,34150627.00,628244535.25,642150627.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1523,"Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,426453104.12,0.00,0.00,0.00,0.00,0.00,0.00,426453104.12,0.00,0.00,426453104.12,0.00,426453104.12,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1534,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,"Education, Training, Employment, and Social Services",Social services,37326307.01,-2317780.63,1684700000.00,0.00,0.00,0.00,0.00,1719708526.38,1681993584.69,22251136.93,37714941.69,1726771857.18,1719708526.38,2020-11-11
Department of Health and Human Services,Department of Education;Department of Health and Human Services;Department of the Interior,FY2020P12,075-1536,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,"Education, Training, Employment, and Social Services",Social services,1011425675.40,43251540.46,14750652000.00,0.00,0.00,12348029.57,12348029.57,15817677245.43,14891819380.73,159554465.04,925857864.70,12267620789.57,15817677245.43,2020-11-16
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1545,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,260257.62,2841278.17,9244400688.06,0.00,0.00,0.00,0.00,9247502223.85,9246702073.51,201388449.46,800150.34,8836297391.06,9247502223.85,2020-11-11
